Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,52663.6,,,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Fees,0,,86.05,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Fees,0,,,74
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Fees,41591.9,,,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,91.3,
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,21
CSL Behring,_,CSL Behring,CSL Behring,,,Miscellaneous,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,2580.76,,,
CSL Behring,,,,"CSL Behring,CSL Behring",,,CSL Behring,United Kingdom,,CSL Behring,,XX,Undefined,Research & Development,Research & Development,294147.68,,,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,2,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,2
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,3016.48,,,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,9,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,5
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,3064.26,,,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,7,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,30
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Fees,127896.44,,,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,11,
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,15
Celgene Ltd,_,Celgene Ltd,Celgene Ltd,,,Miscellaneous,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,10168.61,,,
Celgene Ltd,,,,Celgene Ltd,,,Celgene Ltd,United Kingdom,,Celgene Ltd,,XX,Undefined,Research & Development,Research & Development,4987793.44,,,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,27.47,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,25
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,8218.01,,,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,25.81,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,120
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,39502.61,,,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,63.08,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,176
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Fees,166272.74,,,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,60.8,
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,121
Chiesi Ltd,_,Chiesi Ltd,Chiesi Ltd,,,Miscellaneous,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,17979.06,,,
Chiesi Ltd,,,,Chiesi Ltd,,,Chiesi Ltd,United Kingdom,,Chiesi Ltd,,XX,Undefined,Research & Development,Research & Development,112502.7,,,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,48.15,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,26
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Registration Fees,17262.33,,,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,70.73,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,58
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,33292,,,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Fees,0,,87.21,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Fees,0,,,75
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Fees,226905.04,,,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,92.11,
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,35
Chugai Pharma UK,_,Chugai Pharma UK,Chugai Pharma UK,,,Miscellaneous,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,183837.76,,,
Chugai Pharma UK,,,,"Chugai Pharma UK,Chugai Pharma UK",,,Chugai Pharma UK,United Kingdom,,Chugai Pharma UK,,XX,Undefined,Research & Development,Research & Development,171732.6,,,
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,43,
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,15
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Fees,27200,,,
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,23,
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,8
Consilient Health Ltd,_,Consilient Health Ltd,Consilient Health Ltd,,,Miscellaneous,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,5106,,,
Consilient Health Ltd,,,,Consilient Health Ltd,,,Consilient Health Ltd,United Kingdom,,Consilient Health Ltd,,XX,Undefined,Research & Development,Research & Development,1188.15,,,
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,3
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,807,,,
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,3
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,942.5,,,
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,3
Cuxson Gerrard & Co Ltd,_,Cuxson Gerrard & Co Ltd,Cuxson Gerrard & Co Ltd,,,Miscellaneous,Cuxson Gerrard & Co Ltd,United Kingdom,,Cuxson Gerrard & Co Ltd,,XX,Undefined,Fee for service and consultancy,Fees,1050,,,
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,30,
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,15
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,10485,,,
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,19.3,
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,17
Daiichi Sankyo UK Ltd,_,Daiichi Sankyo UK Ltd,Daiichi Sankyo UK Ltd,,,Miscellaneous,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Fee for service and consultancy,Fees,28995,,,
Daiichi Sankyo UK Ltd,,,,Daiichi Sankyo UK Ltd,,,Daiichi Sankyo UK Ltd,United Kingdom,,Daiichi Sankyo UK Ltd,,XX,Undefined,Research & Development,Research & Development,92922,,,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,19,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,6
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,1120,,,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,11,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,6
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,1480,,,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,0,,27,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,0,,,15
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,5740,,,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,36,
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,4
Dermal,_,Dermal,Dermal,,,Miscellaneous,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,241,,,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,2
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Registration Fees,250,,,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,20,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,0,,,2
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Sponsorship agreements with HCOs /3rd parties,650,,,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,80,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,4
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,590,,,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,0,,33,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,0,,,2
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Fee for service and consultancy,Fees,600,,,
Dermal,,,,Dermal,,,Dermal,United Kingdom,,Dermal,,XX,Undefined,Research & Development,Research & Development,30850,,,
Diurnal,,,,Diurnal,,,Diurnal,United Kingdom,,Diurnal,,XX,Undefined,Research & Development,Research & Development,250461,,,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,5
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,3048.35,,,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,100,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,130
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,28810.02,,,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,97.04,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,131
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Fees,167492.09,,,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,95.12,
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,39
Eisai Ltd,_,Eisai Ltd,Eisai Ltd,,,Miscellaneous,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,14408.32,,,
Eisai Ltd,,,,Eisai Ltd,,,Eisai Ltd,United Kingdom,,Eisai Ltd,,XX,Undefined,Research & Development,Research & Development,2016985.25,,,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,77,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,215
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,49666,,,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,71,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,788
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,136496,,,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,61,
Eli Lilly & Company Ltd,_,Eli Lilly & Company Ltd,Eli Lilly & Company Ltd,,,Miscellaneous,Eli Lilly & Company Ltd,United Kingdom,,Eli Lilly & Company Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,417
